specialty cheese,chewing gum,,,,,,,,,,,,
frankfurter,tropical fruit,domestic eggs,rolls/buns,soda,fruit/vegetable juice,,,,,,,,
sausage,hamburger meat,rolls/buns,soda,,,,,,,,,,
whole milk,bottled water,,,,,,,,,,,,
pork,whole milk,dessert,frozen vegetables,bottled water,cleaner,,,,,,,,
whole milk,,,,,,,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,
citrus fruit,pastry,,,,,,,,,,,,
meat,root vegetables,whole milk,,,,,,,,,,,
sausage,tropical fruit,berries,whole milk,butter,rolls/buns,roll products ,vinegar,sugar,jam,candles,,,
berries,rolls/buns,pastry,soda,shopping bags,,,,,,,,,
canned beer,shopping bags,,,,,,,,,,,,
chicken,citrus fruit,rolls/buns,bottled water,,,,,,,,,,
whole milk,dessert,yogurt,whipped/sour cream,specialty cheese,kitchen towels,,,,,,,,
rolls/buns,oil,,,,,,,,,,,,
hamburger meat,canned beer,,,,,,,,,,,,
citrus fruit,other vegetables,butter,rolls/buns,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
beef,other vegetables,canned fish,,,,,,,,,,,
yogurt,brown bread,margarine,napkins,,,,,,,,,,
meat,whole milk,specialty cheese,domestic eggs,,,,,,,,,,
pastry,,,,,,,,,,,,,
other vegetables,rolls/buns,red/blush wine,,,,,,,,,,,
tidbits,canned beer,red/blush wine,,,,,,,,,,,
potato products,,,,,,,,,,,,,
waffles,specialty chocolate,,,,,,,,,,,,
tropical fruit,other vegetables,skin care,,,,,,,,,,,
whole milk,whipped/sour cream,fruit/vegetable juice,canned beer,salty snack,waffles,,,,,,,,
bottled beer,shopping bags,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,
meat,rolls/buns,soda,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
frankfurter,whole milk,frozen vegetables,frozen fish,cling film/bags,house keeping products,flower (seeds),shopping bags,,,,,,
soda,specialty chocolate,,,,,,,,,,,,
pip fruit,whole milk,butter,cream cheese ,domestic eggs,shopping bags,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,
onions,mayonnaise,rolls/buns,mustard,fruit/vegetable juice,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,,,,
pastry,specialty chocolate,,,,,,,,,,,,
ham,chicken,citrus fruit,tropical fruit,yogurt,whipped/sour cream,domestic eggs,,,,,,,
root vegetables,whole milk,soda,detergent,softener,dish cleaner,photo/film,,,,,,,
photo/film,,,,,,,,,,,,,
bottled beer,chocolate,,,,,,,,,,,,
dessert,frozen meals,frozen dessert,white bread,brown bread,soda,chocolate,,,,,,,
beverages,long life bakery product,,,,,,,,,,,,
chicken,pork,frozen vegetables,frozen meals,rolls/buns,soda,long life bakery product,,,,,,,
whole milk,cream cheese ,brown bread,misc. beverages,shopping bags,,,,,,,,,
hard cheese,,,,,,,,,,,,,
pork,other vegetables,butter milk,yogurt,pasta,soda,waffles,photo/film,,,,,,
soda,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,
citrus fruit,whole milk,yogurt,sliced cheese,brown bread,margarine,dog food,shopping bags,,,,,,
soda,bottled beer,liquor,red/blush wine,,,,,,,,,,
frankfurter,berries,whipped/sour cream,domestic eggs,rolls/buns,cooking chocolate,,,,,,,,
ice cream,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,
sugar,waffles,cleaner,kitchen towels,shopping bags,,,,,,,,,
other vegetables,newspapers,,,,,,,,,,,,
newspapers,photo/film,,,,,,,,,,,,
nuts/prunes,,,,,,,,,,,,,
yogurt,whipped/sour cream,frozen vegetables,salt,pasta,baking powder,soda,misc. beverages,fruit/vegetable juice,,,,,
root vegetables,,,,,,,,,,,,,
chicken,brown bread,bottled water,newspapers,,,,,,,,,,
other vegetables,whole milk,butter milk,yogurt,cream cheese ,domestic eggs,rolls/buns,brown bread,soda,fruit/vegetable juice,canned beer,red/blush wine,long life bakery product,chocolate
fruit/vegetable juice,cake bar,,,,,,,,,,,,
hamburger meat,whole milk,yogurt,soft cheese,frozen potato products,pasta,canned vegetables,fruit/vegetable juice,popcorn,,,,,
hamburger meat,whole milk,mayonnaise,pastry,Instant food products,,,,,,,,,
sausage,tropical fruit,whole milk,rolls/buns,soda,,,,,,,,,
pastry,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
UHT-milk,brandy,liquor (appetizer),specialty bar,hygiene articles,,,,,,,,,
citrus fruit,tropical fruit,herbs,other vegetables,whole milk,whipped/sour cream,bottled water,,,,,,,
sausage,whole milk,condensed milk,canned fish,soda,dishes,,,,,,,,
condensed milk,soda,,,,,,,,,,,,
frozen meals,soda,,,,,,,,,,,,
dessert,,,,,,,,,,,,,
beef,berries,dessert,bottled water,hygiene articles,,,,,,,,,
pip fruit,brown bread,misc. beverages,chewing gum,,,,,,,,,,
soda,,,,,,,,,,,,,
canned beer,shopping bags,,,,,,,,,,,,
mayonnaise,rice,canned beer,,,,,,,,,,,
sausage,butter milk,pet care,coffee,,,,,,,,,,
pip fruit,yogurt,frozen vegetables,domestic eggs,white bread,long life bakery product,,,,,,,,
whole milk,sugar,,,,,,,,,,,,
tropical fruit,frozen meals,frozen fish,salty snack,long life bakery product,chocolate,specialty chocolate,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,,,,
ham,root vegetables,whole milk,curd,yogurt,frozen meals,domestic eggs,white bread,roll products ,flour,pasta,sugar,meat spreads,chewing gum
pip fruit,whole milk,whipped/sour cream,,,,,,,,,,,
cereals,detergent,,,,,,,,,,,,
sausage,tropical fruit,nuts/prunes,other vegetables,curd,,,,,,,,,
dessert,UHT-milk,cream cheese ,domestic eggs,brown bread,coffee,bottled water,soda,shopping bags,,,,,
tropical fruit,nuts/prunes,root vegetables,whole milk,yogurt,rolls/buns,waffles,napkins,newspapers,,,,,
whole milk,,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,
sausage,margarine,newspapers,,,,,,,,,,,
beverages,,,,,,,,,,,,,
pip fruit,berries,root vegetables,yogurt,soft cheese,hard cheese,frozen meals,frozen fish,frozen dessert,white bread,pastry,pasta,cereals,soda
sausage,turkey,hamburger meat,grapes,other vegetables,whole milk,curd,dessert,yogurt,soft cheese,frozen vegetables,coffee,long life bakery product,chocolate marshmallow
soda,chocolate,,,,,,,,,,,,
beef,citrus fruit,tropical fruit,root vegetables,other vegetables,pickled vegetables,,,,,,,,
whipped/sour cream,dog food,soda,fruit/vegetable juice,shopping bags,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,,,,
hamburger meat,packaged fruit/vegetables,whole milk,curd,yogurt,pastry,,,,,,,,
meat,beef,citrus fruit,pip fruit,canned beer,chewing gum,shopping bags,,,,,,,
tropical fruit,nuts/prunes,whole milk,cream cheese ,domestic eggs,rolls/buns,white bread,flour,margarine,cat food,bottled water,bottled beer,softener,hygiene articles
sausage,pip fruit,whole milk,butter,yogurt,dish cleaner,,,,,,,,
sausage,hamburger meat,chocolate,detergent,,,,,,,,,,
yogurt,brown bread,,,,,,,,,,,,
white bread,chocolate,shopping bags,,,,,,,,,,,
sausage,white wine,,,,,,,,,,,,
white wine,,,,,,,,,,,,,
pip fruit,other vegetables,frozen vegetables,canned vegetables,,,,,,,,,,
soda,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
curd,meat spreads,,,,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,,,,
curd,UHT-milk,spread cheese,pasta,Instant food products,soda,shopping bags,,,,,,,
brown bread,margarine,,,,,,,,,,,,
domestic eggs,,,,,,,,,,,,,
chocolate,dishes,,,,,,,,,,,,
soda,specialty chocolate,,,,,,,,,,,,
cooking chocolate,,,,,,,,,,,,,
butter,candy,,,,,,,,,,,,
pork,other vegetables,whole milk,domestic eggs,,,,,,,,,,
sausage,soft cheese,mayonnaise,ice cream,,,,,,,,,,
shopping bags,,,,,,,,,,,,,
tropical fruit,berries,rolls/buns,pastry,margarine,coffee,shopping bags,,,,,,,
bottled water,fruit/vegetable juice,canned beer,,,,,,,,,,,
citrus fruit,whole milk,waffles,,,,,,,,,,,
root vegetables,whipped/sour cream,frozen vegetables,domestic eggs,rolls/buns,,,,,,,,,
root vegetables,,,,,,,,,,,,,
rolls/buns,bottled water,shopping bags,,,,,,,,,,,
yogurt,,,,,,,,,,,,,
dog food,canned beer,,,,,,,,,,,,
other vegetables,white bread,newspapers,,,,,,,,,,,
hamburger meat,dessert,sliced cheese,pickled vegetables,toilet cleaner,,,,,,,,,
berries,butter milk,yogurt,pastry,bathroom cleaner,,,,,,,,,
sausage,whole milk,pastry,salty snack,kitchen towels,,,,,,,,,
bottled water,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,
root vegetables,whole milk,,,,,,,,,,,,
tidbits,rolls/buns,coffee,salty snack,,,,,,,,,,
whole milk,frozen vegetables,coffee,,,,,,,,,,,
citrus fruit,root vegetables,whole milk,coffee,,,,,,,,,,
tropical fruit,grapes,whole milk,pastry,dog food,soda,waffles,specialty bar,cleaner,shopping bags,,,,
chicken,tropical fruit,brown bread,pickled vegetables,soda,canned beer,,,,,,,,
newspapers,,,,,,,,,,,,,
other vegetables,whole milk,whipped/sour cream,jam,soda,shopping bags,,,,,,,,
butter,brown bread,bottled beer,white wine,shopping bags,,,,,,,,,
semi-finished bread,,,,,,,,,,,,,
bottled beer,liquor,red/blush wine,shopping bags,,,,,,,,,,
seasonal products,,,,,,,,,,,,,
pork,pip fruit,onions,other vegetables,whole milk,dessert,yogurt,whisky,,,,,,
whole milk,curd,yogurt,chocolate marshmallow,candy,newspapers,,,,,,,,
sausage,chicken,pork,beef,citrus fruit,tropical fruit,whole milk,processed cheese,frozen meals,domestic eggs,brown bread,semi-finished bread,soda,chocolate
salty snack,,,,,,,,,,,,,
root vegetables,herbs,other vegetables,whole milk,rolls/buns,roll products ,soda,shopping bags,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,
other vegetables,whole milk,frozen potato products,,,,,,,,,,,
chocolate,candy,,,,,,,,,,,,
sausage,yogurt,,,,,,,,,,,,
finished products,seasonal products,,,,,,,,,,,,
whole milk,pastry,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,
whole milk,zwieback,salty snack,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
seasonal products,,,,,,,,,,,,,
pip fruit,ice cream,bottled beer,,,,,,,,,,,
UHT-milk,artif. sweetener,bottled water,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
tropical fruit,ice cream,frozen dessert,candy,,,,,,,,,,
pork,tropical fruit,onions,herbs,whole milk,butter,frozen vegetables,rolls/buns,jam,bottled water,liquor (appetizer),,,
other vegetables,UHT-milk,sauces,fruit/vegetable juice,shopping bags,,,,,,,,,
berries,,,,,,,,,,,,,
bottled water,canned beer,hygiene articles,,,,,,,,,,,
waffles,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
sausage,grapes,sliced cheese,cream cheese ,ice cream,salty snack,waffles,chewing gum,napkins,,,,,
pastry,canned beer,,,,,,,,,,,,
frozen meals,ice cream,,,,,,,,,,,,
tropical fruit,root vegetables,whole milk,frozen vegetables,domestic eggs,brown bread,semi-finished bread,canned beer,,,,,,
salty snack,,,,,,,,,,,,,
tropical fruit,pip fruit,UHT-milk,sugar,cat food,coffee,long life bakery product,chocolate,hygiene articles,,,,,
pork,,,,,,,,,,,,,
ham,turkey,tropical fruit,whole milk,butter,frozen meals,pastry,roll products ,semi-finished bread,cat food,soda,waffles,cake bar,specialty chocolate
sausage,tropical fruit,pip fruit,root vegetables,whipped/sour cream,pastry,cat food,pet care,bottled beer,,,,,
domestic eggs,,,,,,,,,,,,,
whole milk,butter,whipped/sour cream,sliced cheese,cream cheese ,spices,specialty bar,,,,,,,
other vegetables,butter,curd,frozen vegetables,brown bread,hygiene articles,,,,,,,,
bottled beer,,,,,,,,,,,,,
ham,whole milk,dessert,processed cheese,domestic eggs,white bread,pickled vegetables,specialty vegetables,coffee,specialty chocolate,dental care,hygiene articles,,
frankfurter,sausage,processed cheese,rolls/buns,liquor,,,,,,,,,
sausage,white wine,shopping bags,,,,,,,,,,,
bottled water,,,,,,,,,,,,,
sausage,beverages,soda,,,,,,,,,,,
pork,whole milk,pastry,shopping bags,,,,,,,,,,
frankfurter,dessert,,,,,,,,,,,,
Instant food products,canned vegetables,salty snack,,,,,,,,,,,
ham,tropical fruit,pip fruit,root vegetables,domestic eggs,napkins,newspapers,,,,,,,
bottled beer,,,,,,,,,,,,,
frozen vegetables,margarine,cleaner,,,,,,,,,,,
butter,oil,margarine,specialty fat,chocolate,candy,,,,,,,,
berries,other vegetables,yogurt,pastry,shopping bags,,,,,,,,,
frankfurter,other vegetables,frozen vegetables,waffles,cake bar,,,,,,,,,
tropical fruit,yogurt,condensed milk,brown bread,soda,bottled beer,,,,,,,,
beef,pip fruit,root vegetables,whole milk,yogurt,flour,dog food,canned beer,,,,,,
frankfurter,rolls/buns,pastry,vinegar,mustard,specialty chocolate,,,,,,,,
white bread,,,,,,,,,,,,,
citrus fruit,whole milk,semi-finished bread,,,,,,,,,,,
whole milk,rolls/buns,hygiene articles,napkins,house keeping products,,,,,,,,,
frozen meals,,,,,,,,,,,,,
frankfurter,sausage,butter,flour,sugar,soda,chocolate,,,,,,,
beef,,,,,,,,,,,,,
sausage,cream cheese ,mayonnaise,rolls/buns,margarine,soda,,,,,,,,
pet care,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,
frankfurter,sausage,citrus fruit,root vegetables,other vegetables,yogurt,soft cheese,spread cheese,rolls/buns,bottled water,,,,
soda,bottled beer,,,,,,,,,,,,
citrus fruit,yogurt,fruit/vegetable juice,napkins,,,,,,,,,,
other vegetables,frozen vegetables,domestic eggs,rolls/buns,canned vegetables,soda,hygiene articles,flower (seeds),shopping bags,,,,,
sausage,yogurt,white wine,red/blush wine,shopping bags,,,,,,,,,
beef,curd,cream cheese ,soda,photo/film,,,,,,,,,
other vegetables,,,,,,,,,,,,,
rolls/buns,prosecco,salty snack,,,,,,,,,,,
other vegetables,frozen vegetables,frozen fish,rolls/buns,pickled vegetables,,,,,,,,,
other vegetables,whole milk,butter milk,specialty cheese,,,,,,,,,,
root vegetables,other vegetables,whole milk,rolls/buns,pastry,bottled water,soda,waffles,cake bar,,,,,
cat food,bottled water,soda,white wine,salty snack,napkins,kitchen towels,,,,,,,
whole milk,,,,,,,,,,,,,
oil,fruit/vegetable juice,dishes,,,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,,,,
tropical fruit,yogurt,coffee,newspapers,,,,,,,,,,
soda,chocolate marshmallow,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,
sausage,pip fruit,whole milk,yogurt,sliced cheese,cream cheese ,pastry,soda,shopping bags,,,,,
sausage,tropical fruit,whole milk,bottled beer,,,,,,,,,,
sausage,root vegetables,rolls/buns,soda,,,,,,,,,,
whole milk,,,,,,,,,,,,,
sausage,soft cheese,rolls/buns,brown bread,,,,,,,,,,
detergent,,,,,,,,,,,,,
pastry,canned beer,long life bakery product,candles,,,,,,,,,,
fish,liquor,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
bottled water,soda,salty snack,,,,,,,,,,,
bottled water,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
meat,pork,root vegetables,other vegetables,yogurt,cream cheese ,rolls/buns,white bread,vinegar,soda,cake bar,napkins,,
yogurt,artif. sweetener,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
frozen meals,rolls/buns,brown bread,,,,,,,,,,,
other vegetables,rolls/buns,bottled water,skin care,,,,,,,,,,
dishes,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,rolls/buns,brown bread,coffee,soda,fruit/vegetable juice,bottled beer,chocolate,specialty chocolate,specialty bar,napkins,dishes
coffee,soda,,,,,,,,,,,,
frozen dessert,,,,,,,,,,,,,
ham,chicken,citrus fruit,tropical fruit,berries,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,beverages,soft cheese,sliced cheese,rolls/buns
frankfurter,chicken,ice cream,rolls/buns,,,,,,,,,,
yogurt,UHT-milk,rolls/buns,brown bread,,,,,,,,,,
citrus fruit,pip fruit,whole milk,condensed milk,cream cheese ,domestic eggs,fruit/vegetable juice,,,,,,,
sausage,root vegetables,other vegetables,brown bread,long life bakery product,,,,,,,,,
frankfurter,citrus fruit,tropical fruit,pip fruit,grapes,root vegetables,other vegetables,whole milk,yogurt,frozen meals,frozen fish,frozen dessert,brown bread,
liver loaf,brown bread,bottled water,canned beer,,,,,,,,,,
pork,grapes,berries,other vegetables,whipped/sour cream,frozen dessert,domestic eggs,rolls/buns,pastry,sugar,baking powder,bottled water,dishes,
frozen fish,rolls/buns,pastry,,,,,,,,,,,
herbs,other vegetables,whipped/sour cream,red/blush wine,shopping bags,,,,,,,,,
grapes,root vegetables,other vegetables,whipped/sour cream,cat food,chewing gum,decalcifier,bathroom cleaner,napkins,dishes,kitchen towels,,,
sausage,sliced cheese,pickled vegetables,,,,,,,,,,,
frankfurter,soft cheese,rolls/buns,,,,,,,,,,,
frankfurter,rolls/buns,chewing gum,,,,,,,,,,,
chocolate,,,,,,,,,,,,,
frankfurter,hamburger meat,brown bread,salt,pasta,canned vegetables,,,,,,,,
whole milk,whipped/sour cream,pastry,bottled water,,,,,,,,,,
sausage,,,,,,,,,,,,,
tropical fruit,grapes,other vegetables,whole milk,brown bread,pastry,fruit/vegetable juice,long life bakery product,pot plants,,,,,
herbs,other vegetables,,,,,,,,,,,,
ham,citrus fruit,butter milk,yogurt,cream cheese ,rolls/buns,dog food,female sanitary products,napkins,pot plants,,,,
frankfurter,rolls/buns,,,,,,,,,,,,
chicken,tropical fruit,pip fruit,other vegetables,yogurt,pastry,bottled beer,red/blush wine,,,,,,
tropical fruit,pip fruit,whole milk,rolls/buns,pastry,fruit/vegetable juice,salty snack,detergent,make up remover,,,,,
citrus fruit,whole milk,butter,curd,yogurt,soft cheese,,,,,,,,
tropical fruit,whole milk,yogurt,beverages,brown bread,newspapers,,,,,,,,
beef,citrus fruit,tropical fruit,root vegetables,ice cream,roll products ,soda,canned beer,red/blush wine,,,,,
other vegetables,frozen fish,newspapers,,,,,,,,,,,
bottled beer,liquor,red/blush wine,,,,,,,,,,,
bottled water,misc. beverages,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,
bottled water,misc. beverages,cooking chocolate,,,,,,,,,,,
curd,dessert,yogurt,white bread,long life bakery product,shopping bags,,,,,,,,
citrus fruit,tropical fruit,other vegetables,salt,misc. beverages,fruit/vegetable juice,napkins,,,,,,,
citrus fruit,frozen vegetables,domestic eggs,brown bread,soda,chocolate,house keeping products,,,,,,,
pork,UHT-milk,bottled water,soda,,,,,,,,,,
house keeping products,,,,,,,,,,,,,
tropical fruit,whole milk,ice cream,red/blush wine,chocolate,shopping bags,,,,,,,,
newspapers,,,,,,,,,,,,,
pip fruit,onions,other vegetables,rolls/buns,Instant food products,tea,bottled water,salty snack,,,,,,
root vegetables,rolls/buns,pastry,,,,,,,,,,,
whole milk,,,,,,,,,,,,,
pip fruit,rolls/buns,pet care,soda,waffles,chocolate marshmallow,napkins,,,,,,,
soda,,,,,,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,,,,
beverages,long life bakery product,,,,,,,,,,,,
ice cream,oil,bottled beer,,,,,,,,,,,
other vegetables,whole milk,curd,dessert,yogurt,cream cheese ,cat food,,,,,,,
chicken,root vegetables,yogurt,,,,,,,,,,,
grapes,berries,other vegetables,curd,sliced cheese,pastry,misc. beverages,salty snack,detergent,hygiene articles,napkins,,,
photo/film,,,,,,,,,,,,,
tropical fruit,root vegetables,other vegetables,frozen dessert,margarine,,,,,,,,,
coffee,bottled beer,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,
yogurt,salty snack,napkins,,,,,,,,,,,
root vegetables,other vegetables,dessert,whipped/sour cream,domestic eggs,pastry,chocolate,softener,,,,,,
chicken,beef,yogurt,rolls/buns,newspapers,,,,,,,,,
whole milk,frozen fish,pastry,,,,,,,,,,,
sausage,tropical fruit,semi-finished bread,soda,salty snack,shopping bags,,,,,,,,
butter milk,,,,,,,,,,,,,
sausage,tropical fruit,whole milk,butter milk,yogurt,white bread,meat spreads,soda,fruit/vegetable juice,shopping bags,,,,
UHT-milk,rolls/buns,popcorn,snack products,chocolate,,,,,,,,,
shopping bags,,,,,,,,,,,,,
pasta,,,,,,,,,,,,,
soda,,,,,,,,,,,,,
pip fruit,whole milk,soda,,,,,,,,,,,
fish,citrus fruit,,,,,,,,,,,,
canned beer,newspapers,,,,,,,,,,,,
hamburger meat,tropical fruit,root vegetables,whole milk,frozen meals,rolls/buns,pasta,waffles,,,,,,
whole milk,,,,,,,,,,,,,
pork,root vegetables,whipped/sour cream,domestic eggs,red/blush wine,salty snack,,,,,,,,
meat,hamburger meat,whole milk,UHT-milk,hard cheese,pastry,sugar,pickled vegetables,long life bakery product,,,,,
